
a/g:	1416	1388	15680	-337	300	-114	0:0:0	
a/g:	1564	1424	15276	-322	175	-83	0:0:1	
a/g:	1532	1264	15384	-334	167	-77	0:0:2	
a/g:	2024	1064	15188	-598	-268	-72	0:0:3	
a/g:	1608	1412	15336	-335	120	-98	0:0:4	
a/g:	1648	1356	15344	-318	146	-91	0:0:5	
a/g:	1508	1224	15396	-345	146	-85	0:0:6	
a/g:	1548	1372	15444	-357	133	-98	0:0:7	
a/g:	1604	1356	15500	-305	141	-75	0:0:8	
a/g:	1612	1444	15292	-316	151	-100	0:0:9	
a/g:	1616	1368	15352	-309	108	-78	0:0:10	
a/g:	1684	1424	15416	-313	94	-88	0:0:11	
a/g:	1592	1408	15340	-333	102	-58	0:0:12	
a/g:	1604	1344	15360	-324	124	-80	0:0:13	
a/g:	1612	1316	15340	-332	133	-71	0:0:14	
a/g:	1624	1296	15320	-341	140	-90	0:0:15	
a/g:	1680	1328	15392	-327	111	-85	0:0:16	
a/g:	1516	1208	15412	-292	146	-79	0:0:17	
a/g:	1624	1448	15264	-328	143	-79	0:0:18	
a/g:	1560	1428	15320	-334	133	-82	0:0:19	
a/g:	1304	1276	15464	-337	133	-81	0:0:0	
a/g:	1368	1388	15260	-333	136	-97	0:0:1	
a/g:	1332	1416	15340	-338	96	-90	0:0:2	
a/g:	1372	1348	15388	-322	124	-93	0:0:3	
a/g:	1316	1304	15492	-320	138	-73	0:0:4	
a/g:	1448	1396	15340	-345	132	-73	0:0:5	
a/g:	1768	1608	16120	-373	200	-111	0:0:6	
a/g:	3256	3280	16168	-1806	249	-1256	0:0:7	
a/g:	1956	1660	15096	-475	-40	-139	0:0:8	
a/g:	1868	1536	15404	-305	109	-97	0:0:9	
a/g:	1828	1508	15312	-329	79	-79	0:0:10	
a/g:	1744	1544	15276	-327	150	-75	0:0:11	
a/g:	1760	1532	15304	-339	122	-82	0:0:12	
a/g:	1812	1536	15368	-312	103	-88	0:0:13	
a/g:	1760	1516	15308	-297	131	-85	0:0:14	
a/g:	1832	1644	15396	-338	100	-73	0:0:15	
a/g:	1456	2460	15364	-142	-173	-173	0:0:16	
a/g:	1892	2796	15636	685	2195	-478	0:0:17	
a/g:	1164	1100	17684	-1472	334	-247	0:0:18	
a/g:	1332	1944	15376	-351	143	-65	0:0:19	
a/g:	768	1396	15424	-362	110	-89	0:0:0	
a/g:	800	1404	15472	-348	121	-91	0:0:1	
a/g:	848	1448	15404	-377	8	-96	0:0:2	
a/g:	852	1272	15664	-560	-71	-122	0:0:3	
a/g:	912	1400	15564	-387	34	-51	0:0:4	
a/g:	1276	1096	15344	-370	-26	-73	0:0:5	
a/g:	1116	1244	15628	-191	365	-76	0:0:6	
a/g:	924	1328	15576	-324	116	-68	0:0:7	
a/g:	788	1484	15408	-314	145	-71	0:0:8	
a/g:	960	1360	15492	-341	131	-79	0:0:9	
a/g:	856	1420	15544	-340	120	-90	0:0:10	
a/g:	908	1328	15452	-335	115	-79	0:0:11	
a/g:	868	1312	15564	-339	139	-69	0:0:12	
a/g:	808	1388	15452	-351	135	-61	0:0:13	
a/g:	844	1376	15628	-323	120	-97	0:0:14	
a/g:	876	1492	15520	-368	173	-101	0:0:15	
a/g:	380	1908	15552	-379	-61	-36	0:0:16	
a/g:	836	1388	15532	-314	126	-76	0:0:17	
a/g:	816	1308	15572	-331	157	-89	0:0:18	
a/g:	920	1420	15500	-340	122	-89	0:0:19	
a/g:	968	1384	15400	-374	96	-77	0:0:20	
a/g:	808	1440	15512	-292	164	-81	0:0:21	
a/g:	824	1404	15436	-356	125	-78	0:0:22	
a/g:	864	1360	15512	-327	109	-74	0:0:23	
a/g:	736	1300	15372	-341	110	-100	0:0:24	
a/g:	804	1360	15544	-308	142	-78	0:0:25	
a/g:	776	1384	15504	-356	130	-91	0:0:26	
a/g:	740	1424	15572	-345	134	-78	0:0:27	
a/g:	896	1400	15520	-336	138	-90	0:0:28	
a/g:	852	1436	15640	-359	144	-83	0:0:29	
a/g:	940	1364	15348	-343	148	-92	0:0:30	
a/g:	820	1424	15616	-332	137	-84	0:0:31	
a/g:	908	1356	15496	-322	128	-96	0:0:32	
a/g:	844	1476	15488	-299	132	-75	0:0:33	
a/g:	968	1308	15488	-316	106	-86	0:0:34	
a/g:	832	1388	15460	-332	123	-71	0:0:35	
a/g:	924	1408	15584	-338	140	-81	0:0:36	
a/g:	980	1384	15496	-342	146	-66	0:0:37	
a/g:	828	1320	15500	-324	164	-88	0:0:38	
a/g:	860	1432	15500	-338	133	-61	0:0:39	
a/g:	844	1404	15464	-353	138	-78	0:0:40	
a/g:	848	1424	15672	-337	124	-92	0:0:41	
a/g:	864	1384	15472	-341	136	-72	0:0:42	
a/g:	912	1468	15476	-307	150	-100	0:0:43	
a/g:	720	1420	15624	-349	114	-82	0:0:0	
a/g:	816	1384	15596	-312	142	-83	0:0:1	
a/g:	848	1428	15692	-348	122	-82	0:0:2	
a/g:	772	1344	15556	-351	148	-81	0:0:3	
a/g:	812	1400	15596	-325	128	-74	0:0:4	
a/g:	704	1432	15536	-324	114	-75	0:0:5	
a/g:	864	1392	15324	-356	119	-74	0:0:6	
a/g:	896	1376	15484	-327	134	-87	0:0:7	
a/g:	844	1416	15372	-351	123	-99	0:0:8	
a/g:	828	1392	15452	-315	144	-108	0:0:9	
a/g:	780	1400	15428	-356	140	-78	0:0:10	
a/g:	808	1280	15608	-341	148	-68	0:0:11	
a/g:	1052	1220	15100	-399	115	-81	0:0:12	
a/g:	700	1296	15392	-346	100	-68	0:0:13	
a/g:	692	1384	15596	-360	90	-85	0:0:14	
a/g:	644	1464	15460	-342	92	-72	0:0:15	
a/g:	776	1332	15368	-349	136	-89	0:0:16	
a/g:	900	1252	15440	-357	132	-104	0:0:17	
a/g:	676	1416	15532	-332	132	-82	0:0:18	
a/g:	724	1396	15548	-333	111	-113	0:0:19	
a/g:	720	1404	15524	-334	129	-91	0:0:20	
a/g:	880	1420	15368	-325	124	-88	0:0:21	
a/g:	832	1336	15548	-333	117	-81	0:0:22	
a/g:	916	1468	16560	-360	112	-89	0:0:23	
a/g:	760	1312	15504	-337	121	-63	0:0:24	
a/g:	856	1328	15460	-323	150	-91	0:0:25	
a/g:	792	1464	15496	-343	116	-78	0:0:26	
a/g:	824	1484	15364	-331	115	-87	0:0:27	
a/g:	756	1192	15564	-332	144	-98	0:0:28	
a/g:	816	1356	15424	-346	125	-67	0:0:29	
a/g:	876	1356	15424	-347	118	-81	0:0:30	
a/g:	776	1400	15484	-318	139	-95	0:0:31	
a/g:	852	1312	15608	-343	121	-83	0:0:32	
a/g:	-168	1564	15920	-275	208	-63	0:0:33	
a/g:	564	1276	15076	-342	97	-60	0:0:34	
a/g:	840	1432	15376	-339	106	-87	0:0:35	
a/g:	-476	1940	14160	-204	574	-21	0:0:36	
a/g:	368	1696	15728	173	1185	-197	0:0:37	
a/g:	888	1420	15448	-511	-160	-45	0:0:38	
a/g:	772	1288	15396	-360	153	-82	0:0:39	
a/g:	772	1420	15412	-328	122	-84	0:0:40	
a/g:	732	1344	15444	-327	120	-71	0:0:41	
a/g:	848	1376	15416	-329	107	-101	0:0:42	
a/g:	796	1476	15572	-341	131	-94	0:0:43	
a/g:	808	1420	15460	-332	116	-90	0:0:44	
a/g:	844	1388	15420	-322	120	-82	0:0:45	
a/g:	748	1400	15472	-338	108	-89	0:0:46	
a/g:	736	1320	15380	-350	106	-65	0:0:47	
a/g:	956	1420	15588	-321	110	-91	0:0:48	
a/g:	780	1404	15340	-335	129	-86	0:0:49	
a/g:	772	1428	15528	-358	118	-88	0:0:50	
a/g:	740	1400	15444	-339	105	-79	0:0:51	
a/g:	844	1388	15372	-323	148	-86	0:0:52	
a/g:	792	1396	15436	-341	127	-77	0:0:53	
a/g:	824	1428	15344	-359	97	-76	0:0:54	
a/g:	816	1420	15436	-326	132	-83	0:0:55	
a/g:	796	1352	15524	-339	130	-92	0:0:56	
a/g:	792	1332	15488	-336	160	-75	0:0:57	
a/g:	772	1372	15460	-338	115	-66	0:0:58	
a/g:	840	1344	15252	-335	119	-89	0:0:59	
a/g:	668	-2012	13936	-2535	-4845	25487	0:0:0	
a/g:	992	-2620	14988	-3484	-1816	25581	0:0:1	
a/g:	892	-2680	14664	772	-2581	24275	0:0:2	
a/g:	1208	-2248	15156	-1685	-2216	23959	0:0:3	
a/g:	748	-2424	17772	-1919	-1090	25965	0:0:4	
a/g:	824	-3032	16484	-802	-1147	25045	0:0:5	
a/g:	828	-1788	16520	-2931	-5009	25373	0:0:6	
a/g:	764	-2268	15504	-2638	-1371	26123	0:0:7	
a/g:	1180	-2268	14196	1407	-4399	24718	0:0:8	
a/g:	1296	-1880	15252	-4712	-1881	25786	0:0:9	
a/g:	804	-3604	17140	-4938	1989	26098	0:0:10	
a/g:	1184	-2516	16056	-3377	-1003	26566	0:0:11	
a/g:	1932	-2520	14324	-2133	-2239	27146	0:0:12	
a/g:	1008	-2968	13924	-749	-3501	26208	0:0:13	
a/g:	800	-2692	14624	-1252	-2116	26501	0:0:14	
a/g:	984	-2184	15376	-2916	-3656	26560	0:0:15	
a/g:	972	-2924	14244	-1715	-1438	26016	0:0:16	
a/g:	988	-2216	14940	-1793	-4745	27265	0:0:17	
a/g:	1104	-2836	17196	-2898	-1792	26821	0:0:18	
a/g:	1412	-2388	13800	-1691	-1194	27377	0:0:19	
a/g:	824	-2212	17096	-246	-6793	26708	0:0:20	
a/g:	1024	-2256	16564	-682	-4568	26019	0:0:21	
a/g:	1088	-2472	15292	1774	-4688	25191	0:0:22	
a/g:	1100	-2480	15812	-3160	-1646	25630	0:0:23	
a/g:	324	-3132	19580	3075	-2540	25445	0:0:24	
a/g:	792	-2604	15828	1685	-5626	23484	0:0:25	
a/g:	1644	-2128	14720	-3448	-2262	24626	0:0:26	
a/g:	1096	-3036	16448	-2991	2399	24721	0:0:27	
a/g:	968	-2124	14224	345	-2771	25611	0:0:28	
a/g:	684	-1540	18328	1677	-6176	25244	0:0:29	
a/g:	812	-1760	14264	2220	-3856	24221	0:0:30	
a/g:	1748	-2440	15900	-3540	-515	24895	0:0:31	
a/g:	816	-2656	13768	376	-387	24091	0:0:32	
a/g:	712	-2184	15316	-2225	-4281	23915	0:0:33	
a/g:	588	-1540	14000	707	-1861	24247	0:0:34	
a/g:	568	-3808	12296	14	2244	24688	0:0:35	
a/g:	592	-2580	15104	2268	-879	23902	0:0:36	
a/g:	468	-2296	17628	-1074	-1398	23641	0:0:37	
a/g:	568	-2912	15808	-1287	-1009	23836	0:0:38	
a/g:	1912	-2588	11568	-3688	-1062	24960	0:0:39	
a/g:	1000	-2140	18272	-2707	-4668	24945	0:0:40	
a/g:	180	-2684	14832	-340	-1649	25256	0:0:41	
a/g:	1152	-2816	15600	-1708	-3620	26018	0:0:42	
a/g:	808	-2728	18108	1102	-1537	26569	0:0:43	
a/g:	660	-2652	14892	2255	-3791	25875	0:0:44	
a/g:	900	-2312	14720	772	-3591	25815	0:0:45	
a/g:	636	-2824	16696	-712	919	25715	0:0:46	
a/g:	512	-2528	13336	-410	-1145	24664	0:0:47	
a/g:	504	-2652	15004	3359	1011	24948	0:0:48	
a/g:	448	-2704	17248	-2236	-1569	25632	0:0:49	
a/g:	1276	-2368	14136	-3250	-3596	26278	0:0:50	
a/g:	1252	-2656	14924	-2700	-2118	27301	0:0:51	
a/g:	1000	-2676	17236	613	-4102	27229	0:0:52	
a/g:	1180	-2540	16068	1619	-3834	26113	0:0:53	
a/g:	932	-2596	14328	-3510	1075	25899	0:0:54	
a/g:	1028	-2448	13032	-756	-1078	25422	0:0:55	
a/g:	1096	-2540	15512	-1259	-811	25462	0:0:56	
a/g:	1124	-2976	16660	-1980	-4386	25550	0:0:57	
a/g:	456	-2440	19596	-961	240	26258	0:0:58	
a/g:	1520	-2012	15244	-2001	-5056	25669	0:0:59	
